2018,81,561680,105462,Melbourne (CBD),Club Chef Catering Equipment,4251,Clothing Retailing,144.95299,-37.81331,"(-37.81330522, 144.9529897)"
2018,51,566659,566659,Melbourne (CBD),City Dental Care At Neo 200,8531,Dental Services,144.9533,-37.81625,"(-37.81625435, 144.9532989)"
2018,61,641556,105718,Melbourne (CBD),Higher Ground,4511,Cafes and Restaurants,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,Melbourne (CBD),National Property Management Pty Ltd,6720,Real Estate Services,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,Melbourne (CBD),Pho 24,4511,Cafes and Restaurants,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,Melbourne (CBD),Pretty Mama,4511,Cafes and Restaurants,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,Melbourne (CBD),Upper West Side Sales Office,6720,Real Estate Services,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,Melbourne (CBD),Vacant,0,Vacant Space,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,Melbourne (CBD),Vacant,0,Vacant Space,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,Melbourne (CBD),Vacant,0,Vacant Space,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,Melbourne (CBD),Vacant,0,Vacant Space,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,Melbourne (CBD),Vacant,0,Vacant Space,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,82,105460,105460,Melbourne (CBD),Atrium 485,4512,Takeaway Food Services,144.95492,-37.81277,"(-37.81276886, 144.9549226)"
2018,82,105460,105460,Melbourne (CBD),Vacant,0,Vacant Space,144.95492,-37.81277,"(-37.81276886, 144.9549226)"
2018,82,105460,105460,Melbourne (CBD),Vacant,0,Vacant Space,144.95492,-37.81277,"(-37.81276886, 144.9549226)"
2018,21,102106,102106,Melbourne (CBD),Vacant,0,Vacant Space,144.95521,-37.81937,"(-37.81937021, 144.9552089)"
2018,41,101159,101159,Melbourne (CBD),Buckmaster Hawkey (Victoria),7211,Employment Placement and Recruitment Services,144.95555,-37.81677,"(-37.81677342, 144.9555531)"
2018,41,101159,101159,Melbourne (CBD),Upstream Production Solutions,1090,Other Mining Support Services,144.95555,-37.81677,"(-37.81677342, 144.9555531)"
2018,41,101159,101159,Melbourne (CBD),Vacant,0,Vacant Space,144.95555,-37.81677,"(-37.81677342, 144.9555531)"
2018,31,102113,102113,Melbourne (CBD),B&E Real Food Bar,4512,Takeaway Food Services,144.95584,-37.81824,"(-37.8182445, 144.9558441)"
2018,31,102113,102113,Melbourne (CBD),B & F Osteopathy,8534,Chiropractic and Osteopathic Services,144.95584,-37.81824,"(-37.8182445, 144.9558441)"
2018,31,102113,102113,Melbourne (CBD),Michael Sandor & Associates,6931,Legal Services,144.95584,-37.81824,"(-37.8182445, 144.9558441)"
2018,31,102113,102113,Melbourne (CBD),Redsky,6962,Management Advice and Other Consulting Services,144.95584,-37.81824,"(-37.8182445, 144.9558441)"
2018,11,103987,103987,Melbourne (CBD),Cafe Keyif,4511,Cafes and Restaurants,144.95597,-37.82039,"(-37.82038885, 144.9559691)"
2018,62,105713,105713,Melbourne (CBD),Bergerac,4511,Cafes and Restaurants,144.95621,-37.81439,"(-37.81439347, 144.9562137)"
2018,93,631819,631819,Melbourne (CBD),Vacant,0,Vacant Space,144.95645,-37.81096,"(-37.81095501, 144.9564538)"
2018,1,611394,611394,Melbourne (CBD),7-Eleven,4111,Convenience Store,144.95653,-37.82098,"(-37.82097904, 144.9565259)"
2018,93,110140,110140,Melbourne (CBD),The Jazz Corner Hotel,4400,Accommodation,144.95658,-37.81125,"(-37.81124626, 144.9565751)"
2018,1,611396,611396,Melbourne (CBD),Proflite,4900,Air and Space Transport,144.95664,-37.82177,"(-37.82177121, 144.9566416)"
2018,93,110141,110141,Melbourne (CBD),Velos & Velos Lawyers,6931,Legal Services,144.95669,-37.81146,"(-37.81146282, 144.9566887)"
2018,52,5885,101173,Melbourne (CBD),The Recovre Group Pty Ltd,6962,Management Advice and Other Consulting Services,144.95676,-37.81551,"(-37.81550948, 144.9567556)"
2018,52,5885,101173,Melbourne (CBD),Vacant,0,Vacant Space,144.95676,-37.81551,"(-37.81550948, 144.9567556)"
2018,32,102115,102115,Melbourne (CBD),Charterhouse Partnership,7211,Employment Placement and Recruitment Services,144.95681,-37.81769,"(-37.81768553, 144.9568113)"
2018,32,102115,102115,Melbourne (CBD),Vacant,0,Vacant Space,144.95681,-37.81769,"(-37.81768553, 144.9568113)"
2018,1,611393,611393,Melbourne (CBD),Melbourne Property Coordinate,6720,Real Estate Services,144.95721,-37.8209,"(-37.82090231, 144.9572082)"
2018,52,111283,636824,Melbourne (CBD),Vacant,0,Vacant Space,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,12,105399,105399,Melbourne (CBD),Gami Chicken & Beer,4511,Cafes and Restaurants,144.95747,-37.81953,"(-37.81952905, 144.957466)"
2018,12,105399,105399,Melbourne (CBD),Headquarters Brazilian Jiu Jitsu,9111,Health and Fitness Centres and Gymnasia Operation,144.95747,-37.81953,"(-37.81952905, 144.957466)"
2018,12,105399,105399,Melbourne (CBD),Queen's Kebabs,4512,Takeaway Food Services,144.95747,-37.81953,"(-37.81952905, 144.957466)"
2018,12,105399,105399,Melbourne (CBD),Xpressions Pole Fitness and Exotic Dance Studio,9539,Other Personal Services n.e.c.,144.95747,-37.81953,"(-37.81952905, 144.957466)"
2018,22,102104,102104,Melbourne (CBD),Grant Thornton Australia Limited,6932,Accounting Services,144.95747,-37.81868,"(-37.81868413, 144.9574703)"
2018,22,102104,102104,Melbourne (CBD),LVMH Watch & Jewellery,2419,Other Professional and Scientific Equipment Manufacturing,144.95747,-37.81868,"(-37.81868413, 144.9574703)"
2018,22,102104,102104,Melbourne (CBD),R&F Property Australia Pty Ltd,3019,Other Residential Building Construction,144.95747,-37.81868,"(-37.81868413, 144.9574703)"
2018,1,108843,108843,Melbourne (CBD),Barbie Brows & Beauty,9511,Hairdressing and Beauty Services,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Freddy's Bike Tours,6639,Other Goods and Equipment Rental and Hiring n.e.c.,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Laineys Hair Shed,9511,Hairdressing and Beauty Services,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Vacant,0,Vacant Space,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Vacant,0,Vacant Space,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Vacant,0,Vacant Space,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Vacant,0,Vacant Space,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Vacant,0,Vacant Space,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Vacant,0,Vacant Space,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Vacant,0,Vacant Space,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2018,1,108843,108843,Melbourne (CBD),Vacant,0,Vacant Space,144.95753,-37.82111,"(-37.82111358, 144.9575337)"
2013,113,110691,108118,Melbourne (CBD),The Traditional Pasta Shop,4129,Other Specialised Food Retailing,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,Melbourne (CBD),Cafe Verona,4511,Cafes and Restaurants,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,Melbourne (CBD),Canton Fast Food,4512,Takeaway Food Services,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,Melbourne (CBD),Drums Cafe,4512,Takeaway Food Services,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,Melbourne (CBD),Funk Fish,4512,Takeaway Food Services,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,Melbourne (CBD),IA Security Pty Ltd,7712,Investigation and Security Services,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,Melbourne (CBD),Pide Bread Bakery,4512,Takeaway Food Services,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,Melbourne (CBD),Q75,4512,Takeaway Food Services,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110691,108118,Melbourne (CBD),Big Vic Deli,4129,Other Specialised Food Retailing,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110691,108118,Melbourne (CBD),Curds & Whey,4129,Other Specialised Food Retailing,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110691,108118,Melbourne (CBD),Gewurzhaus Herb & Spice Merchants,4129,Other Specialised Food Retailing,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110691,108118,Melbourne (CBD),Polish Deli,4129,Other Specialised Food Retailing,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110691,108118,Melbourne (CBD),The Epicurean,4129,Other Specialised Food Retailing,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110691,108118,Melbourne (CBD),The French Shop,4129,Other Specialised Food Retailing,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110691,108118,Melbourne (CBD),The French Shop,4129,Other Specialised Food Retailing,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110691,108118,Melbourne (CBD),The Land Of Soy & Honey,4129,Other Specialised Food Retailing,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,12,103956,103956,Melbourne (CBD),Vacant,0,Vacant Space,144.95771,-37.81938,"(-37.81937994, 144.957712)"
2018,42,101156,101155,Melbourne (CBD),Cambridge Kit,4254,Men's Clothing Retailing,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,Melbourne (CBD),Etto St James,4511,Cafes and Restaurants,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,Melbourne (CBD),Flight Centre,7220,Travel Agency and Tour Arrangement Services,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,Melbourne (CBD),Herringbone,4251,Clothing Retailing,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,Melbourne (CBD),Sake Jr,4511,Cafes and Restaurants,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,Melbourne (CBD),Vacant,0,Vacant Space,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Aleenta Barre,8211,Sports and Physical Recreation Instruction,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Ampersand,4213,Houseware Retailing,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Brioche by Philip,4511,Cafes and Restaurants,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Endota Spa,9511,Hairdressing and Beauty Services,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Famish'd,4511,Cafes and Restaurants,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Goz City,4512,Takeaway Food Services,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Melbourne Flower Merchant,4274,Flower Retailing,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Pok Pok Junior,4511,Cafes and Restaurants,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Reader's Feast,4310,Non-Store Retailing,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Rene's Dry Cleaning,9531,Laundry and Dry-Cleaning Services,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Run Stop Shop,4252,Footwear Retailing,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Simply Spanish,4511,Cafes and Restaurants,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Spin Coffee,4511,Cafes and Restaurants,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Vacant,0,Vacant Space,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Zucci,9511,Hairdressing and Beauty Services,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,Melbourne (CBD),Zuppa,4512,Takeaway Food Services,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,32,102118,102118,Melbourne (CBD),Oaks On Collins,4400,Accommodation,144.95796,-37.81765,"(-37.81765021, 144.9579639)"
2018,93,105477,105477,Melbourne (CBD),Afterpay,7000,Computer System Design and Related Services,144.95805,-37.81069,"(-37.81068966, 144.9580507)"
